"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","TOUR_GDP","TOT","PC_GDP","A","2008",2.907,
"AUS","TOUR_GDP","TOT","PC_GDP","A","2009",2.83,
"AUS","TOUR_GDP","TOT","PC_GDP","A","2010",2.697,
"AUS","TOUR_GDP","TOT","PC_GDP","A","2011",2.726,
"AUS","TOUR_GDP","TOT","PC_GDP","A","2012",2.836,
"AUS","TOUR_GDP","TOT","PC_GDP","A","2013",2.851,
"AUS","TOUR_GDP","TOT","PC_GDP","A","2014",2.946,
"AUS","TOUR_GDP","TOT","PC_GDP","A","2015",3.071,
"AUS","TOUR_GDP","TOT","PC_GDP","A","2016",3.035,
"AUS","TOUR_GDP","TOT","PC_GDP","A","2017",3.103,
"AUS","TOUR_GDP","TOT","PC_GDP","A","2018",3.115,
"AUT","TOUR_GDP","TOT","PC_GDP","A","2008",4.958,
"AUT","TOUR_GDP","TOT","PC_GDP","A","2009",4.952,
"AUT","TOUR_GDP","TOT","PC_GDP","A","2010",5.309,
"AUT","TOUR_GDP","TOT","PC_GDP","A","2011",5.278,
"AUT","TOUR_GDP","TOT","PC_GDP","A","2012",5.248,
"AUT","TOUR_GDP","TOT","PC_GDP","A","2013",5.233,
"AUT","TOUR_GDP","TOT","PC_GDP","A","2014",5.23,
"AUT","TOUR_GDP","TOT","PC_GDP","A","2015",5.173,
"AUT","TOUR_GDP","TOT","PC_GDP","A","2016",5.17,
"AUT","TOUR_GDP","TOT","PC_GDP","A","2017",5.219,
"AUT","TOUR_GDP","TOT","PC_GDP","A","2018",5.292,
"CZE","TOUR_GDP","TOT","PC_GDP","A","2008",2.559,
"CZE","TOUR_GDP","TOT","PC_GDP","A","2009",2.637,
"CZE","TOUR_GDP","TOT","PC_GDP","A","2010",2.511,
"CZE","TOUR_GDP","TOT","PC_GDP","A","2011",2.518,
"CZE","TOUR_GDP","TOT","PC_GDP","A","2012",2.724,
"CZE","TOUR_GDP","TOT","PC_GDP","A","2013",2.847,
